"A 5.0 magnitude earthquake occurred 90.72mi S of False Pass, Alaska. Details: http://t.co/Hpu4gJ3IQu Map: http://t.co/giD8f1Ts18"
"A 5.0 magnitude earthquake occurred 70.21mi SE of L'Esperance Rock, New Zealand. Details: http://t.co/yUVlZWMPty Map: http://t.co/zjpeQH5V5R"
"A 5.0 magnitude earthquake occurred 87.61mi SE of L'Esperance Rock, New Zealand. Details: http://t.co/BIE0ZAqcIj Map: http://t.co/zyR18hh7Rf"
"5.1 magnitude earthquake occurred 154.72mi ESE of L'Esperance Rock, New Zealand. Details: http://t.co/88MVctP5Da Map: http://t.co/Zztay9avvp"
"A 5.8 magnitude earthquake occurred 59.03mi SE of L'Esperance Rock, New Zealand. Details: http://t.co/LkIuWIqAF8 Map: http://t.co/Z914JBP8uz"
"A 5.1 magnitude earthquake occurred 16.16mi SE of Lakatoro, Vanuatu. Details: http://t.co/Hplq13mmFk Map: http://t.co/jRggNrQTj4"
"A 5.1 magnitude earthquake occurred 95.07mi E of Samarai, Papua New Guinea. Details: http://t.co/g5TpYL9UEi Map: http://t.co/lMSgMlTu4H"
"A 5.2 magnitude earthquake occurred 70.21mi NNW of Dobo, Indonesia. Details: http://t.co/w7GwTfI1ql Map: http://t.co/LXOUqJ5wDm"
"A 5.4 magnitude earthquake occurred 114.33mi WSW of Tual, Indonesia. Details: http://t.co/lLdnDCzjxF Map: http://t.co/okqWA7Evqv"
"A 5.3 magnitude earthquake occurred 80.78mi E of `Ohonua, Tonga. Details: http://t.co/AdkfnJYFou Map: http://t.co/0bJVJ36b2d"
"A 5.0 magnitude earthquake occurred 9.32mi NE of Santa Maria Zacatepec, Mexico. Details: http://t.co/dl9NYqYXlj Map: http://t.co/IrN4K6DyIV"
"A 5.1 magnitude earthquake occurred 1.86mi SSW of Finca Corredor, Panama. Details: http://t.co/cTA0DVR0Q8 Map: http://t.co/A9WP8p6aCg"
"A 5.6 magnitude earthquake occurred 63.38mi W of Willow, Alaska. Details: http://t.co/d5wJYxjo2H Map: http://t.co/rTXcQm3Ele"
A 5.0 magnitude earthquake occurred in East of the North Island of New Zealand. Details: http://t.co/XnsQvmrCkJ Map: http://t.co/C5dmlMTQkF
"A 5.4 magnitude earthquake occurred 88.23mi SSW of Turpan, China. Details: http://t.co/PFVfmjt9nH Map: http://t.co/YPQMmRFbko"
"5.0 magnitude earthquake occurred 85.75mi SSE of L'Esperance Rock, New Zealand. Details: http://t.co/CUF2ywAObr Map: http://t.co/pFSqOzbTcm"
"A 6.3 magnitude earthquake occurred 154.1mi WNW of Chichi-shima, Japan. Details: http://t.co/FnT1qjVV38 Map: http://t.co/M70Lz0lZky"
"A 5.6 magnitude earthquake occurred 56.54mi W of Pangai, Tonga. Details: http://t.co/ySgCye9zE2 Map: http://t.co/i3YRJx2m4W"
"A 5.0 magnitude earthquake occurred 72.7mi NE of Calama, Chile. Details: http://t.co/jkkZMJ8Evz Map: http://t.co/ZUMIrdAvd4"
"A 6.5 magnitude earthquake occurred 33.55mi NE of Ndoi Island, Fiji. Details: http://t.co/lF72erDSnI Map: http://t.co/7U97Uxt3dc"
A 5.9 magnitude earthquake occurred in South of the Fiji Islands. Details: http://t.co/D4f7gXzq6Q Map: http://t.co/KgyrICrqpl
"A 5.0 magnitude earthquake occurred 47.85mi SSE of Makry Gialos, Greece. Details: http://t.co/A2oipxgc5s Map: http://t.co/cz1Mm5uTjb"
"5.6 mag earthquake occurred 40.39mi S of Bristol Island, South Sandwich Islands. Details: http://t.co/xVBvMrpW9n Map: http://t.co/Grx1squbsA"
"A 6.4 magnitude earthquake occurred 47.22mi NW of Talcahuano, Chile. Details: http://t.co/WVCh8R8OD1 Map: http://t.co/Mb6FWiymVF"
"A 5.3 magnitude earthquake occurred 100.04mi E of Chichi-shima, Japan. Details: http://t.co/plBGrLmicx Map: http://t.co/hVIkLUEZWm"
"5.0 mag earthquake 140.43mi NW of Farallon de Pajaros, Northern Mariana Islands. Details: http://t.co/oFxlo6bqpv Map: http://t.co/C8XVdUygJI"
"A 5.1 magnitude earthquake occurred 35.42mi NE of Isangel, Vanuatu. Details: http://t.co/jamKzD7Msp Map: http://t.co/IziUMUXIFB"
"A 5.2 magnitude earthquake occurred 81.4mi S of Little Sitkin Island, Alaska. Details: http://t.co/vcdyJ6qmwB Map: http://t.co/OKjPbubFfE"
"A 5.3 magnitude earthquake occurred 80.16mi NNE of Tobelo, Indonesia. Details: http://t.co/MwMF42ACP3 Map: http://t.co/UNshp2Yr5j"
A 6.1 magnitude earthquake occurred in Southern Mid-Atlantic Ridge. Details: http://t.co/JTEmxesYPB Map: http://t.co/7jRlVvaCFO
